step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_cluster_modulo,spin_cluster_omega,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,s2_medio,s2_max,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
185,862,138602,1.9721871516423608e-11,0.0008946085081570148,0.0002650599529518101,0.0008946085081570148,0.5260635623907416,11.755313181142807,9.334287661821044,-81.55651545411789,57.97460506574006,-0.22340308491118166,81.55651545411789,0.017728322538337553,12.545600173325626,6.721451091388776,-5.9959027825201,6.719147251447746,0.037802440835476236,6.719147251447746,0.6796987933010241,3.801859332197263,1.9463639466576164,0.054021743876380174,1.7252859968227239,0.9050920428966187,0.014079753853364003,2.225320483935771,1.5301114218428593,0.0005649459855744388,1.4141894440317981,0.9172770482145087,0.00021790062216714946,-0.5746140446058109,0,0,0,0.031202881363843242,0.9288891088597382,372,0.4136,0.03999,0.8818639899818078,0,0,0,0.3863,231,0.7811099819526578,0.022733,0.022733474006738197,256,5.169611664482936e-10,9.369434409338167e-11,1.3081883856445746e-10,2.8176802652725943e-06,0.00011983405616406727,-1.7253410522101703e-11,23.569701607667348,6.65452423839271,8.049780566078452,3.139167741674731,1.0429034871172669,1.4165767693813593,-0.04949552561578665,0.1430692715159181,0.3233578176187559,621.5551446272761,289.8151572411003,0.6091699026367775,0.6091701783915433,0.6091702876917195,0.7614627229894291,3.0868244320733733e-06,410,0.2567,0.2923,0.02615,0.024623,2,0.1062,0.8618,0.000188,19.99,9.9951,2.0,0.4057,1.0,0.78642,0.57164,1.20875,0.27543,0.9089,1.0263,1.1291,0.5,3.0336,0.6397,0.0,0.7164,4.6984,1.5488,80,0.1115,0.9097,12,0.2112,0.4274,2.0
186,862,138602,5.2393786770629435e-11,0.00098490969303305,0.0002924206752571911,0.00098490969303305,0.5161038076934148,11.758572548427221,9.334687572714783,-78.40689602913328,57.96283296083508,-0.14764265448675865,78.40689602913328,0.016676519684740477,12.522451142656434,6.72589254671675,-6.069456950125251,6.763178311426489,0.03807259845746897,6.763178311426489,0.6824102757268277,3.789336744707715,1.9515695162358688,0.1155486244679047,1.745208140460495,0.8954636809724011,0.022410655550997985,2.2394605740312925,1.5392841925185026,0.002117278530708866,1.4141724911801619,0.9073537340529777,0.00036050530454790784,-0.5697244257062563,0,0,0,0.03408829719743983,0.9306732828564337,372,0.4232,0.03812,0.8906023015651826,0,0,0,0.4071,230,0.7814249185234811,0.024264,0.024264031027799948,256,7.197778172197361e-10,2.5872017274851604e-11,7.187300316653104e-11,3.117811078517041e-06,0.00013112903165139565,-9.049712553297716e-12,17.724710478524365,5.823067530461591,6.810603915810862,3.1257425578242195,0.9141263451900736,1.2259171165438212,0.026762488807065166,0.131336929632605,0.26765571672978605,621.558183579643,289.8165742263279,0.6091698637725917,0.6091701686091626,0.6091702876917054,0.7614627107614532,3.3983898114256903e-06,410,0.275,0.3022,0.05718,-0.037961,2,0.1164,0.8731,-5.8e-05,19.993,9.9967,2.0,0.4043,1.0,0.78384,0.56692,1.20799,0.27695,0.9168,1.0184,1.1109,0.5,3.0325,0.6395,0.0,0.7161,4.6965,1.5487,80,0.102,0.1377,12,0.1113,0.1907,1.0
187,864,138605,0.0,0.0012240705226424838,0.00031129788525503674,0.0012240705226424838,0.5042101085659092,11.783421826681911,9.33432456699215,-78.36936995407034,57.963048491262875,-0.15292726458718456,78.36936995407034,0.0055911394144257925,12.549636935331156,6.696804306731009,-6.102530580366006,6.7988038625795175,0.03605542787404442,6.7988038625795175,0.6869274844152329,3.77659882046007,1.9557346884915565,0.157342502422686,1.7665123758861698,0.9049601845624534,0.0,2.253406624125288,1.5447735682203245,1.0,1.0,1.0,3.265162141733278e-05,-0.5647337042655448,0,0,0,0.03836137111471225,0.9325894014536454,372,0.4358,0.03507,0.8984483039045961,0,0,0,0.425,230,0.7828597943667246,0.028628,0.02862820694239665,256,7.751317844581904e-10,5.3002940491209396e-11,1.193715434205578e-10,3.4400816010246478e-06,0.00013968692993950748,-1.2368806891862287e-11,17.73262002591077,5.515755600174316,6.5563483524654735,0.0,0.0,0.0,0.0,0.7002007776208022,0.27232285635848,621.5610034051388,289.81788903833854,0.6091697608393561,0.6091701591584582,0.609170287691728,0.7614626989480727,4.223585116516247e-06,412,0.2711,0.2806,0.02636,-0.010049,2,0.1182,0.8985,0.00038,19.99,9.995,2.0,0.4076,1.0,0.78878,0.56296,1.20704,0.27756,0.9151,1.0202,1.1149,0.5,3.0198,0.6368,0.0,0.81,4.6154,1.5284,80,0.1336,-0.8013,12,0.0632,-0.9086,1.0
188,864,138605,1.9142666766198548e-24,0.0010069597990060727,0.00030406067897768607,0.0010069597990060727,0.4944631976102164,11.786662381373167,9.334715370714024,-78.43530516083625,57.96707183589952,-0.14762156516371663,78.43530516083625,0.009005122003281851,12.56012240717072,6.766853722012563,-6.125587221139094,6.80579290991327,0.03607914687967458,6.80579290991327,0.691659237730028,3.775446469925321,1.9571726043997955,0.07850619092347888,1.7674455233558146,0.8984522349628693,1.4142115624116159e-08,2.257475960367685,1.553394536872752,0.0004982292287617485,1.4138633575860002,0.920651699895611,0.00016602182900386819,-0.5597851898721203,0,0,0,0.041488564286700974,0.9345054641641509,372,0.4429,0.03385,0.906302740927711,0,0,0,0.4385,230,0.7843273550376543,0.01632,0.01631973799925346,256,9.395276741623519e-10,1.1522475131430395e-10,1.9435278039581472e-10,2.865444605968657e-06,0.00013877521539004927,8.40292850099698e-12,22.275559917536395,6.1121405383331275,7.468606453424508,3.133770068781681,1.0401026781456442,1.3901247353448296,-0.16335911840148704,0.1093239057814181,0.14497500456836868,621.5614973579596,289.8181193558183,0.609169854287073,0.609170157465375,0.609170287691728,0.7614626968317186,3.4744542585682793e-06,412,0.2586,0.256,0.0138,0.017934,2,0.1145,0.9242,-5.1e-05,19.989,9.9944,2.0,0.405,1.0,0.78417,0.57517,1.20802,0.27958,0.9088,1.0264,1.1294,0.5,3.0185,0.6366,0.0,0.8096,4.6134,1.5284,80,0.1858,-0.9938,12,0.1977,-0.9302,1.0
189,864,138605,1.5183290297081692e-12,0.000905834909874822,0.0002872783883439103,0.000905834909874822,0.4846826911975017,11.78998867133601,9.335120792853436,-78.41323690733905,57.95569846875872,-0.16032885146439604,78.41323690733905,0.005500423525566503,12.566241931444514,6.8474231838525474,-6.240437076213276,6.870746777812882,0.03683356222413972,6.870746777812882,0.6968985732418969,3.7627140422676684,1.962736954698082,0.05390766224085102,1.7855907190781974,0.8976813647889625,0.014112207948442139,2.2716006455180313,1.5626010536958848,0.0013891783030276494,1.4140236809334072,0.8855996789418583,0.00040526884909625736,-0.5547233134756141,0,0,0,0.04346152597175777,0.9365395469792851,372,0.4442,0.03929,0.911885536294631,0,0,0,0.4398,228,0.7840239448568219,0.012383,0.012382655034209433,256,5.875364833893486e-10,8.131824594509107e-11,1.2908432276382818e-10,2.483198105445519e-06,0.00013466450780423678,-1.1272905605729168e-11,19.636825441889876,5.167746123846832,6.401360178214889,3.1262600268479668,1.0773241474004593,1.3767685429870096,-0.15751197426537364,0.17482307567286864,0.0975050475740591,621.5602795386262,289.8175515180252,0.6091698978117641,0.609170161618816,0.6091702876917274,0.76146270202352,3.125535031022728e-06,412,0.2473,0.2481,0.01949,0.012302,2,0.1099,0.9382,0.000661,19.987,9.9936,2.0,0.4055,1.0,0.78529,0.57808,1.207,0.2818,0.922,1.0132,1.0989,0.5,3.0172,0.6363,0.0,0.8093,4.6113,1.5283,80,0.1773,-0.9287,12,0.2153,-0.9388,1.0
190,866,138608,0.0,0.0008980097138632815,0.00026983309221855563,0.0008980097138632815,0.47464552545826805,11.815404228831808,9.335333359285066,-78.41870240060246,57.940215828461405,-0.08858033417239063,78.41870240060246,0.0014951871297869518,12.55762752403335,6.868208061391117,-6.281765501624,6.940716140498349,0.03741756183749423,6.940716140498349,0.7022737554946267,3.749539889676241,1.9668984302174533,0.12113902737757742,1.8047852212346116,0.9189452486916565,0.0,2.285729096955314,1.567827819614489,1.0,1.0,1.0,4.57340036968328e-06,-0.5496566517583232,0,0,0,0.04317153765160667,0.9385792329495063,372,0.4414,0.04014,0.9102687143796289,0,0,0,0.438,227,0.7845713023023111,0.001194,0.0011941283737579855,256,8.883522931609534e-10,3.7060890748322146e-11,8.844450652849019e-11,2.439994780648055e-06,0.00012660536118591894,-6.089052889386325e-12,16.85307027559688,5.1359385147711345,6.205622858932105,0.0,0.0,0.0,0.0,0.7002737057482491,0.1619075758421743,621.5581503639156,289.8165587386896,0.6091699011784024,0.609170168719448,0.609170287691728,0.76146271089931,3.098545223818504e-06,414,0.2324,0.2384,0.03909,-0.053387,2,0.1027,0.9399,-0.000328,19.988,9.9942,2.0,0.4035,1.0,0.78169,0.57282,1.20905,0.2825,0.9234,1.0119,1.0958,0.5,3.0039,0.6335,0.0,0.8933,4.5365,1.5102,80,0.1283,-0.3489,12,0.1127,-0.9456,1.0
191,868,138611,0.0,0.0007779780053486523,0.00026969009370438106,0.0007779780053486523,0.4673228722862358,11.841626761024935,9.336482428266844,-78.4046643846413,57.93681744904899,-0.07006358488103132,78.4046643846413,0.004882686433867092,12.565559875288454,6.888702637721232,-6.277884409299071,6.930380959292204,0.038216492524911966,6.930380959292204,0.707060186377206,3.7480187462069527,1.9691036795891104,0.21929650969629444,1.8066723143774495,0.9081663228312864,0.0,2.2998454446723535,1.5728360943984703,1.0,1.0,1.0,2.400240361467596e-05,-0.5447559518765468,0,0,0,0.04051120210084641,0.9405853737252442,372,0.431,0.04224,0.9087579052410475,0,0,0,0.42,226,0.7851075316917466,-0.003785,-0.003785142103269745,256,6.717875053920111e-10,4.487056792220604e-11,1.042577250285113e-10,2.643455034204687e-06,0.00012450215657319838,-2.2378884031548997e-12,18.366895389054783,5.316188583343007,6.37143382314549,0.0,0.0,0.0,0.0,0.7121014427112258,0.06597878867666591,621.5587883343367,289.8168562078675,0.6091699528411086,0.6091701666133804,0.609170287691728,0.7614627082667255,2.6843780431827518e-06,416,0.2289,0.2318,0.01292,0.028309,2,0.0988,0.9267,-7.6e-05,19.984,9.9918,2.0,0.4064,1.0,0.78605,0.57052,1.21191,0.28099,0.9297,1.0056,1.0817,0.5,2.9901,0.6306,0.0,1.0287,4.4208,1.4785,80,0.0836,0.5669,12,0.0555,0.8731,1.0
192,868,138611,2.1137215174418125e-25,0.0008803548326695675,0.0002843408560160725,0.0008803548326695675,0.4585796093569354,11.84484264369776,9.336860690252582,-78.37813866231231,57.94190648428465,-0.08352757432622918,78.37813866231231,0.001805892674029863,12.559271697921737,6.847818543751663,-6.264814119980775,6.923343422970298,0.03880412667612209,6.923343422970298,0.7122753026657521,3.747229789560962,1.9712106437828267,0.05361940180949324,1.8065794078873143,0.908833974211693,1.4142115624116159e-08,2.3138914971240045,1.581260549162038,0.0006258661082754191,1.4141427762464889,0.847187443672745,5.684469681393405e-05,-0.5396959249191194,0,0,0,0.03863323724034892,0.94259370352154,372,0.4231,0.04411,0.9110199131706703,0,0,0,0.4053,224,0.7847196062155183,-0.011416,-0.011415596844968734,256,6.775640737739039e-10,1.8902048613133402e-10,2.8671474399126873e-10,3.0584267185132536e-06,0.00012747016106426227,3.771603456303842e-11,21.5105213149356,5.657128825798515,6.791379470966074,3.107415021383061,0.8561335277410431,1.173723087103681,0.02914138259211413,0.10259743607166798,0.35895848448616885,621.5597220858082,289.81729159213205,0.6091699087774862,0.6091701634973632,0.609170287691728,0.7614627043717039,3.0376201082871044e-06,416,0.242,0.2486,-0.02752,0.022469,2,0.1024,0.9071,-0.000415,19.985,9.9924,2.0,0.4046,1.0,0.78299,0.57294,1.21253,0.28626,0.9226,1.0128,1.0978,0.5,2.9884,0.6099,0.0122,1.0368,4.4114,1.4762,80,0.1204,0.9859,12,0.1907,0.905,1.0
193,868,138611,8.675004931736603e-14,0.0010061049682017335,0.0003079534564194176,0.0010061049682017335,0.4498636391869666,11.847743146796047,9.33725712846142,-78.36435907679592,57.925892005844496,-0.09566565132003352,78.36435907679592,0.0005280213304121872,12.559707138599794,6.924464344573994,-6.304409095384055,6.965635703761963,0.03913789877666262,6.965635703761963,0.7130543354363734,3.733015597971866,1.9758487026672664,0.06780492983844244,1.8236525739082907,0.9031768151327687,0.012924503191844494,2.328017933012062,1.5897324235147678,0.0030122855232970203,1.4141558962019996,0.8614808934944259,0.00010484492650977095,-0.5345834107475437,0,0,0,0.03586433504316845,0.9443818020355634,372,0.414,0.04169,0.913046703759029,0,0,0,0.3912,223,0.7850690988973437,0.015456,0.015455950678451735,256,6.380976322904909e-10,4.454545178697494e-11,8.684289223015035e-11,4.299719676265593e-06,0.00013678130795828552,-8.61847128733897e-12,23.312891272642055,7.5033446186629025,9.084346828156997,3.139745682560038,1.159931482076758,1.4920221570977608,-0.12315644275851617,0.1370191353302207,0.4356364487223832,621.5609577532249,289.81786775202676,0.6091698546535702,0.6091701593130365,0.609170287691728,0.7614626991412956,3.471507730029173e-06,416,0.2598,0.2638,-0.02984,0.003196,2,0.1076,0.8958,0.000128,19.987,9.9933,2.0,0.4041,1.0,0.7821,0.57463,1.21205,0.28904,0.9216,1.0137,1.0999,0.5,2.9868,0.6096,0.0122,1.045,4.4023,1.4739,80,0.1419,0.5908,12,0.2115,0.9206,1.0
194,869,138612,0.0,0.0011468819378122868,0.00033259335406498654,0.0011468819378122868,0.4438744603299017,11.861343507574203,9.33747346592743,-78.34027626162352,57.92417158475003,-0.07118685391057127,78.34027626162352,0.0031096680839919344,12.563668391659615,6.844163726779782,-6.372773673012891,7.014324435250482,0.04024011861864926,7.014324435250482,0.7157897855110659,3.722035619948547,1.9798128557820656,0.13176733345180563,1.8373619739650677,0.9077759697290129,0.0,2.3421313246398525,1.5965079375501434,1.0,1.0,1.0,0.00016809060260867457,-0.5294078486444178,0,0,0,0.0344392592277034,0.9460319126300806,372,0.4081,0.03081,0.9180133693657295,0,0,0,0.386,223,0.7862521543800368,0.027849,0.027848877592263843,256,8.070547965669301e-10,7.408447256488125e-11,1.265956249637063e-10,4.147523485077727e-06,0.00014637837918003396,1.4021778934548526e-12,24.272776418483183,6.498563340718066,7.876733204218571,0.0,0.0,0.0,0.0,0.7132503940907434,0.13108847896848497,621.5615679973924,289.81815229316663,0.6091697940616951,0.6091701572221939,0.609170287691728,0.7614626965277423,3.957246738127549e-06,417,0.2762,0.2686,-0.04335,-0.015779,2,0.1127,0.8938,-0.000254,19.985,9.9924,2.0,0.4033,1.0,0.78051,0.56939,1.21106,0.28611,0.917,1.0182,1.1104,0.5006,2.9798,0.6081,0.0122,1.0772,4.3717,1.4671,80,0.1417,-0.3694,12,0.113,0.9304,1.0
195,870,138613,0.0,0.0012031832510712524,0.00034198101061569804,0.0012031832510712524,0.43792006123711286,11.874571922293342,9.337315496093106,-78.26595972365845,57.909630926869184,-0.0496392884826693,78.26595972365845,0.0031340968175611536,12.566247548615054,6.855772765411435,-6.39044156474013,7.0362253662143095,0.04408920428679619,7.0362253662143095,0.7215261594815184,3.716834899604338,1.9823310362701207,0.12732979701450586,1.8441630077168407,0.9250119766080266,0.0,2.356079091081694,1.603316201334133,1.0,1.0,1.0,0.00024912474822520286,-0.5242539132327718,0,0,0,0.03533081795317093,0.9477095302471895,372,0.4057,0.01951,0.925568678970687,0,0,0,0.3871,222,0.7865389987753251,-0.000347,-0.00034732056114661347,256,4.5566858741915866e-10,3.6842980040738064e-11,6.791883015610367e-11,3.8080814953602744e-06,0.00014908577375162858,3.8987314728040014e-12,23.201588379779107,6.325072873351466,7.839835733010523,0.0,0.0,0.0,0.0,0.6940462154157311,0.028643514553457358,621.562110878272,289.8184054245402,0.6091697698289029,0.609170155347023,0.609170287691728,0.7614626941837788,4.151507387216387e-06,418,0.2781,0.2567,-0.04911,0.006618,2,0.1128,0.9088,-0.000154,19.982,9.9912,2.0,0.4054,1.0,0.78348,0.57068,1.20957,0.28798,0.9172,1.0181,1.11,0.5,2.9722,0.6066,0.0121,1.1091,4.3403,1.4603,80,0.1848,-0.9358,12,0.0487,-0.8507,1.0
196,871,138614,0.0,0.0011854226959430686,0.00033076402880722407,0.0011854226959430686,0.43303373218979074,11.888313287491432,9.33763521179917,-78.23820456779396,57.875325416564976,-0.09866110212620327,78.23820456779396,0.015998794971322082,12.558187791016548,7.0073897080391685,-6.410808063048259,7.030510488177709,0.044661629583901394,7.030510488177709,0.7272026420182989,3.7159412342969924,1.9837166606514756,0.1589244669057437,1.8445034062979193,0.9207220068770104,0.0,2.370178330744611,1.6099854405242466,1.0,1.0,1.0,0.0003471567227853321,-0.5190926053118058,0,0,0,0.03836455393376925,0.9494279689070847,372,0.4094,0.02547,0.9347856854870861,0,0,0,0.3958,220,0.7859168612862334,-0.003189,-0.003189442818546606,256,7.808116947843361e-10,1.1428272280729867e-10,1.770956078858959e-10,3.961581323635619e-06,0.000146548439041634,2.2623609354274245e-11,24.80337471845695,5.8550256137774515,7.1166836968359455,0.0,0.0,0.0,0.0,0.701319656491036,0.017597578990908393,621.5629797176965,289.8188105419889,0.6091697774756136,0.6091701523189712,0.609170287691728,0.761462690398714,4.090220002373948e-06,419,0.2664,0.2482,-0.02652,-0.014438,2,0.1091,0.9429,0.000136,19.98,9.9901,2.0,0.4042,1.0,0.78256,0.57306,1.21168,0.28664,0.9155,1.0198,1.1139,0.5006,2.9037,0.6251,0.0121,1.158,4.2951,1.4792,80,0.2249,-0.9917,13,0.2444,-0.913,1.0
197,871,138614,1.7196189330508142e-24,0.0010847625474359988,0.00030274337353919124,0.0010847625474359988,0.4260870176036107,11.890967261322114,9.337995026079462,-78.22531236268331,57.8701100272846,-0.06657459958330478,78.22531236268331,0.0012687815444915596,12.551354434225187,7.009623379850564,-6.423233815231883,7.030069035575367,0.043888441747752145,7.030069035575367,0.7325925753322722,3.7156978776437652,1.985558541619737,0.0649773015712446,1.8384734504685671,0.9017494343156374,1.4142115624116159e-08,2.38429702365324,1.6185806200715969,0.001162631655192925,1.4140628838042235,0.8649547820512941,0.00046445157224189265,-0.5138838789354727,0,0,0,0.038274683917414,0.9510622404427956,372,0.4036,0.03743,0.9478503714868269,0,0,0,0.4001,219,0.7861663761488591,-0.0035,-0.0034995974163642973,256,6.199729610802489e-10,1.5777602666290894e-10,2.2850380814522028e-10,3.3580733271929054e-06,0.0001380071108008943,-2.9649772385534466e-11,24.359370827260943,6.34703264501753,7.865413749436439,3.084702034435776,1.0559508321571642,1.3477811651855864,0.043089830485495334,0.11593671453507738,0.33434058668782163,621.5609017794374,289.8178416528911,0.6091698207999204,0.6091701595052093,0.609170287691728,0.7614626993815116,3.742911551784989e-06,419,0.2537,0.2471,0.00389,-0.045861,2,0.1024,0.9561,0.000219,19.977,9.9884,2.0,0.4027,1.0,0.78106,0.57366,1.21272,0.2934,0.9162,1.019,1.1122,0.5006,2.9015,0.6246,0.0121,1.1572,4.2918,1.4792,80,0.2149,-0.7452,13,0.2475,-0.9754,2.0
198,875,138620,0.0,0.0009116178550823233,0.0002723218764058749,0.0009116178550823233,0.43335900162491947,11.937425160201675,9.33765039378572,-78.50807240395983,57.857887853287316,-0.06001681397343505,78.50807240395983,0.00044663083774665324,12.544916105865411,7.028475684284987,-6.4891197140238415,7.054986297062175,0.044693738932025995,7.054986297062175,0.7383426932718091,3.702943983191566,1.9899344558208463,0.12827775281970266,1.8513198605662182,0.90662191475542,0.0,2.3984219977743377,1.6197914013591743,1.0,1.0,1.0,1.1938123868688239e-05,-0.5084963307057325,0,0,0,0.038390023214083024,0.9527952794495028,372,0.3991,0.04286,0.9541542118103593,0,0,0,0.4014,219,0.787449139815245,-0.012187,-0.012186511851961512,256,1.5754958677169366e-09,1.6015989919053872e-10,2.393812188328496e-10,3.5723934839643238e-06,0.0001282676515720988,4.090556956506348e-11,24.349022617396667,6.242070655210678,7.628518542474301,0.0,0.0,0.0,0.0,0.6937184665780249,0.3233917067183284,621.5577889477302,289.81639021962974,0.6091698953209962,0.6091701699045087,0.609170287691728,0.7614627123806358,3.145501378964377e-06,423,0.2312,0.2345,-0.00384,-0.004218,2,0.0929,0.9358,-0.000146,19.972,9.986,2.0,0.4015,1.0,0.77948,0.56785,1.21581,0.29149,0.9135,1.0217,1.1184,0.5006,2.8783,0.6196,0.012,1.285,4.1776,1.4514,80,0.1677,-0.1415,13,0.147,-0.9997,1.0
199,875,138620,9.201301663108653e-24,0.000849316337437773,0.0002631361351445405,0.000849316337437773,0.4280256600802731,11.940058807679824,9.338016086208759,-78.18099491584583,57.82009921789179,-0.047577018324464086,78.18099491584583,0.0015587779817041875,12.557167772982215,7.0475065543789475,-6.506701416845103,7.057926656582958,0.045292559267057476,7.057926656582958,0.7434341076395362,3.702263528669153,1.9918306067588722,0.16429704363399011,1.8494951735789615,0.9032892895657663,1.4142115624116159e-08,2.411551548057051,1.6284197363737813,0.007128084775257171,1.4140614302332837,0.9719947380566925,9.00112358263641e-05,-0.5032343219799231,0,0,0,0.036198734193569504,0.9545030102406435,372,0.3873,0.03115,0.952513154282222,0,0,0,0.3925,216,0.7857949188402732,-0.024797,-0.02479685907468765,256,3.2081721444007993e-10,2.374799188648979e-11,4.978709266423861e-11,2.621940603773215e-06,0.00012138541000577439,-8.472642456007514e-13,24.371658277238133,6.0944126788011115,7.5022017189912305,3.102891451162142,1.16932194316052,1.5073346882175436,0.13705511280751456,0.16168352491433158,0.24649061585876417,621.5565812397357,289.8158270964936,0.6091699221349324,0.6091701738200548,0.609170287691728,0.7614627172750684,2.930538148818887e-06,423,0.2269,0.232,-0.00761,-0.001746,2,0.0887,0.922,-0.000143,19.972,9.986,2.0,0.4036,1.0,0.78209,0.57041,1.21655,0.29334,0.9128,1.0224,1.1201,0.5006,2.8772,0.6194,0.012,1.3016,4.1627,1.4468,80,0.1007,0.7562,13,0.1077,0.2459,2.0
200,875,138620,8.70690350718675e-12,0.0008838273158576949,0.00027355834103744554,0.0008838273158576949,0.4229515696241869,11.942663312711822,9.338408162955501,-78.14208243108177,57.818587539171766,-0.07385042771931037,78.14208243108177,0.001325629919428556,12.550856518025018,7.027210187143514,-6.566158655638046,7.112535543922617,0.04600718623293884,7.112535543922617,0.7483722674321165,3.6870071701826075,1.9972763003370178,0.05622388285879054,1.868882658829353,0.9068873376423775,0.014017812288040147,2.42568443747732,1.638139683788081,0.0015177363008334055,1.4141317551159123,0.9434559613127502,0.00016161801601677182,-0.49780842375935364,0,0,0,0.03289589921264902,0.9562006318183546,372,0.3733,0.0303,0.949966145466811,0,0,0,0.3835,214,0.7850546074768056,-0.002133,-0.002132687796823962,256,6.001254829717002e-10,7.736138656642616e-11,1.1920650873314716e-10,2.858735644650278e-06,0.00011951083483080367,1.2121542024887452e-11,24.38921158972902,6.221904548198861,7.669212581068842,3.126285076147707,0.8456209192372768,1.1578410081221093,0.014307612896418243,0.1601079579715934,0.4161860007503308,621.5570855635976,289.81606224972273,0.6091699072808291,0.6091701721926004,0.6091702876917242,0.7614627152407505,3.0496146728269907e-06,423,0.2367,0.2367,0.03209,0.017438,2,0.0889,0.9196,-0.000303,19.977,9.9886,2.0,0.4046,1.0,0.78378,0.57253,1.21572,0.29584,0.9053,1.0299,1.1377,0.5006,2.8761,0.6192,0.012,1.3097,4.1544,1.4445,80,0.103,0.8765,13,0.2431,0.7592,1.0
201,879,138626,0.0,0.0010663221390669886,0.0002959908908117006,0.0010663221390669886,0.44089446982514807,11.98876778215849,9.33817034644288,-70.56467811348446,57.803181292647544,-0.08752816671690107,70.56467811348446,0.04169148153212343,12.561433954283851,7.00811628820397,-6.6154878004835735,7.174816200983945,0.04731027591087156,7.174816200983945,0.7530454879631475,3.671481869942788,2.0014444085331884,0.10463262797065587,1.8870356487285405,0.9153351650923616,0.0,2.439815820142024,1.64007674947586,1.0,1.0,1.0,3.0322098839392726e-06,-0.49231762075973995,0,0,0,0.028421485976892445,0.9578813233255891,372,0.3563,0.03404,0.9503104374906524,0,0,0,0.3568,213,0.7852679302234377,0.045217,0.04521726154176542,256,1.7355366462475547e-09,2.606743324773415e-10,3.8524362062642005e-10,4.290075120978828e-06,0.00012560033213709123,5.934872906341383e-11,19.25404249242169,5.789709752395616,6.880802944734487,0.0,0.0,0.0,0.0,0.7060912654757057,0.2692356121969876,621.5565781700807,289.8158256651925,0.6091698287289571,0.6091701738291428,0.609170287691728,0.7614627172864286,3.67930956364974e-06,427,0.2532,0.2435,0.01807,0.016673,2,0.0909,0.9142,0.000209,19.978,9.9888,2.0,0.4033,1.0,0.78322,0.57081,1.21938,0.29659,0.9082,1.027,1.1308,0.5006,2.8537,0.6143,0.0119,1.4693,4.0163,1.4074,80,0.1491,0.0527,13,0.2643,0.8759,2.0
202,884,138633,0.0,0.0012454675572977922,0.0003196063347781026,0.0012454675572977922,0.44255302491954207,12.000051154080705,9.340385214931947,-72.11430675623616,57.789074898757484,-0.03646074524764096,72.11430675623616,0.04377989520135002,12.549625162147986,6.97420280671642,-6.596280348841327,7.159177092670954,0.049499282556192174,7.159177092670954,0.7587824132635846,3.6704100756198033,2.00124221895794,0.08709348225076707,1.887617242293464,0.9031314103249305,0.0,2.4538846832217787,1.639340732645698,1.0,1.0,1.0,3.9733349773866424e-06,-0.4870123922213815,0,0,0,0.02639919289399197,0.9572164326776336,374,0.3434,0.03092,0.9502565629962054,0,0,0,0.3377,214,0.7830240461145317,0.047898,0.047898440675178566,256,8.799505560946346e-10,2.2917838589034885e-10,3.2123831889973045e-10,4.406367388450974e-06,0.00013468639534332025,6.836901125067889e-11,23.850820967112487,6.654903206706434,8.39889006359196,0.0,0.0,0.0,0.0,0.6900089104740481,0.04744652588845338,621.5550600593564,289.8151178092572,0.609169751619754,0.6091701786577933,0.609170287691728,0.7614627233222416,4.2974554492271205e-06,430,0.2711,0.2566,0.02921,0.02411,2,0.0937,0.9166,0.000257,19.982,9.9911,2.0,0.4032,1.0,0.78243,0.56647,1.22492,0.29692,0.9098,1.0256,1.1273,0.5011,2.7895,0.6331,0.0119,1.4923,4.0227,1.4421,80,0.1976,-0.4984,13,0.183,0.7228,0.0
