step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_media,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
225,2853,209653,0.0,4.488351221568869e-09,2.921585834955092e-10,4.488351221568869e-09,0.3684877008544017,11.98483329120551,9.638473010049307,-12.826178569495116,12.331771403099959,-0.07794731094009266,12.826178569495116,0.012068721075928934,12.55775741049396,5.918408744086951,-1.1359014184884941,1.039171075462427,-0.007036534059811637,1.1359014184884941,0.050272065074315024,2.3990205062192116,0.8449435321515467,0.05,2.3732283779532715,0.7086137891997351,0.0,0.1168729180546518,0.03348929176514476,1.0,1.0,1.0,7.557606758524085e-14,-0.19360830630923784,0,0,0,2.386682652067297e-07,0.5031354413047916,685,-0.01,-0.15229,0.40807414602652214,7,7,0,-0.01,685,0.5031354413047916,-0.002158,-0.0021575874048147536,256,7.157404362827393e-17,3.837822764549047e-18,4.021332351339859e-19,621.4857914717294,289.7828196506971,0.6091702876897958,0.6091702876917277,0.609170287691728,0.7614628596146595,1.5488672609988085e-11,1119,0.0563,0.0563,-0.10808,0.004449,954,0.0426,0.0426,0.05968,0.002453,3,0.0019,0.2344,5.9e-05,17.315,0.001,0.9063,-0.000311,17.184,0.0037,0.6234,-0.000365,17.408,9.9896,1.7333,1.7201,1.7426,0.489,0.68225,2.10217,0.18006,0.9884,0.9839,0.9955,0.5251,2.8764,0.8805,0.0117,7.9498,11.4272,3.9727,95,0.0023,-0.7569,19,0.0591,-0.8579,2.0
226,2856,209657,0.0,4.5880919170852276e-09,2.9610974527129407e-10,4.5880919170852276e-09,0.3728008524806407,11.98940336559565,9.637571583013584,-12.825731708435645,12.35268719852915,-0.07177847378107072,12.825731708435645,0.011543010482493137,12.56197251626665,5.92793919660386,-1.1359348644807827,1.0392157410664211,-0.006989859063698994,1.1359348644807827,0.05027817111835001,2.399021318073346,0.8450279490987201,0.05,2.3732293401228675,0.7113682156404798,0.0,0.11695708754349719,0.03351316822582871,1.0,1.0,1.0,7.709545226211742e-13,-0.19364254267495398,0,0,0,2.4308333102859275e-07,0.503168220603501,685,-0.0099,-0.15249,0.4080979092188309,6,6,0,-0.0099,685,0.503168220603501,-0.001062,-0.0010623754666720941,256,6.146031058554911e-17,7.015870468387413e-18,5.730540633333348e-19,621.485791478557,289.7828196538806,0.6091702876897529,0.6091702876917277,0.609170287691728,0.7614628596146595,1.5832863806644193e-11,1122,0.0586,0.0586,-0.10583,0.01483,954,0.0437,0.0437,0.06033,0.014058,3,0.002,0.2319,-1.8e-05,17.315,0.001,0.9069,-0.000297,17.184,0.0039,0.6202,-0.000198,17.404,9.9888,1.7334,1.7203,1.7424,0.48947,0.68339,2.10406,0.17922,0.9883,0.9839,0.9955,0.5249,2.874,0.8798,0.0117,8.0689,11.3395,3.9455,95,0.0904,0.1478,19,0.0458,-0.9468,2.0
227,2856,209657,5.608961961756731e-26,4.692348923174055e-09,2.9732125712043513e-10,4.692348923174055e-09,0.37281008152598705,11.989402492129532,9.637571358160923,-12.824766671751169,11.901877020050764,-0.08281329157491506,12.824766671751169,0.0027351388864413906,12.558665495530827,5.944680697292475,-1.1359621717247486,1.039255219791604,-0.006990612937923689,1.1359621717247486,0.05028446923335935,2.3990234955475898,0.8450288334357828,0.05,2.373229449174597,0.7088617340054123,1.4142115624116159e-08,0.11697971095614988,0.033573834563440506,6.705111596860824e-05,1.4142036724181895,0.8358587752820991,6.5089508199034815e-09,-0.19367827886005012,0,0,0,2.4856262075777386e-07,0.503184166711333,685,-0.0097,-0.15274,0.40811422730772223,6,6,0,-0.0097,685,0.503184166711333,-0.001484,-0.0014837983626838636,256,4.547368704880599e-17,9.373798484640858e-18,5.184683885053881e-19,621.4857914701206,289.782819649947,0.6091702876897079,0.6091702876917277,0.609170287691728,0.7614628596146595,1.6192640160111415e-11,1122,0.056,0.056,-0.10804,0.003997,954,0.0449,0.0449,0.06113,0.030865,3,0.0019,0.2382,-7.1e-05,17.318,0.001,0.8893,-0.000879,17.18,0.004,0.656,-0.000102,17.392,9.9862,1.7342,1.7203,1.7416,0.48945,0.68251,2.10409,0.17944,0.9883,0.9839,0.9955,0.5249,2.874,0.8798,0.0117,8.0689,11.3395,3.9455,95,0.1287,0.3922,19,0.0335,-0.8304,1.0
228,2858,209659,0.0,4.93471095900003e-09,4.832238845259029e-10,4.93471095900003e-09,0.376169884157634,11.992169068147515,9.637097448214833,-13.075712387921564,11.948860387851834,-0.0864751837961227,13.075712387921564,0.0014663071779289344,12.564263415629657,5.933899226153597,-1.1442969000114949,1.0419742682577924,-0.007055236594399831,1.1442969000114949,0.05030750354706371,2.4010219530106514,0.8451033320273816,0.05,2.371039827490476,0.7132181496956745,0.0,0.13075098519241468,0.04190307842380806,1.0,1.0,1.0,2.255860345368755e-08,-0.2066431119488437,0,0,0,2.6561326143496416e-07,0.5032537419048297,685,-0.0088,-0.15277,0.4082597920978422,7,7,0,-0.0088,685,0.5032537419048297,-0.014139,-0.014139310182701426,256,8.046636282221054e-17,1.1663435324653366e-17,3.480276838653187e-18,621.4857940346983,289.7828208457435,0.6091702876896036,0.6091702876917271,0.609170287691728,0.7614628596146589,1.702899759412192e-11,1124,0.0504,0.0504,-0.1162,-0.2141,954,0.0477,0.0477,0.05745,0.032151,3,0.0019,0.1865,-3.7e-05,17.305,0.0011,0.8847,-0.001968,17.192,0.0043,0.6229,-0.002247,17.362,9.9803,1.7339,1.7226,1.7397,0.48938,0.68447,2.10485,0.18009,0.9883,0.9838,0.9954,0.5248,2.8725,0.8793,0.0117,8.1569,11.2751,3.9252,95,0.1282,-0.0287,19,0.1542,-0.2655,0.0
229,2863,209666,0.0,5.058503859883294e-09,4.902503228743088e-10,5.058503859883294e-09,0.3667330198570166,11.997859551036234,9.636943102957733,-13.132572413181359,13.709189270194654,-0.08634334030635657,13.709189270194654,0.0014239776782309253,12.56440919134715,5.941412052754863,-1.1444148999183417,1.0420817831663658,-0.0071826206343093045,1.1444148999183417,0.05031496797899282,2.4010224915910605,0.8451479913918091,0.05,2.368736632125433,0.7036999906249839,0.0,0.13075351147887185,0.041944190517077644,1.0,1.0,1.0,8.537939574010871e-10,-0.2067308708077871,0,0,0,2.722218283940863e-07,0.5032820662655159,685,-0.0087,-0.15296,0.4082804251203125,6,6,0,-0.0087,685,0.5032820662655159,-0.002144,-0.002143780333336398,256,1.7692854883604078e-16,3.845887310240036e-17,5.406401855953399e-18,621.485794072791,289.78282086350515,0.6091702876895504,0.6091702876917271,0.609170287691728,0.7614628596146589,1.7456189586428155e-11,1125,0.0489,0.0489,-0.11806,-0.009108,958,0.044,0.044,0.05693,0.006017,3,0.0019,0.1845,-0.000102,17.305,0.001,0.8565,-0.000132,17.192,0.0041,0.6652,-9.8e-05,17.362,9.9803,1.7339,1.7226,1.7396,0.48886,0.68303,2.10673,0.18018,0.9883,0.9839,0.9955,0.5246,2.87,0.8786,0.0117,8.1583,11.2914,3.9343,95,0.1074,-0.5769,19,0.2189,-0.0415,0.0
230,2865,209669,0.0,5.186704602124073e-09,4.980567648718399e-10,5.186704602124073e-09,0.36986775055487203,12.000934678467798,9.636358930508091,-13.148728549393335,12.06345031087754,-0.08550615832506918,13.148728549393335,0.001393175292997962,12.564573451923815,5.935732920230993,-1.1445450756837698,1.0421995377589741,-0.00726661509461288,1.1445450756837698,0.05032266221684905,2.4010237585926983,0.8452076662446287,0.05,2.3692629428484784,0.7040883337700845,0.0,0.1307572938374255,0.042032884281457635,1.0,1.0,1.0,6.993203403574978e-12,-0.20682217199787428,0,0,0,2.792241644443751e-07,0.5033157655119305,685,-0.0086,-0.15319,0.40829695160189466,6,6,0,-0.0086,685,0.5033157655119305,-0.002014,-0.0020136138124320357,256,2.223834119086222e-16,6.290851178529792e-17,6.655848451512847e-18,621.4857939692337,289.78282081521905,0.6091702876894951,0.6091702876917271,0.609170287691728,0.7614628596146589,1.7898592427021033e-11,1127,0.0493,0.0493,-0.1189,0.007489,958,0.0445,0.0445,0.05786,0.003918,3,0.002,0.1846,-1.8e-05,17.306,0.001,0.8426,6.8e-05,17.193,0.0042,0.6849,3.1e-05,17.365,9.9814,1.7339,1.7225,1.7397,0.48896,0.68352,2.1075,0.18008,0.9883,0.9839,0.9955,0.5246,2.8685,0.8781,0.0117,8.2207,11.2462,3.9206,95,0.0906,-0.9427,18,0.2364,0.5567,-2.0
231,2868,209672,0.0,5.319697387865929e-09,5.012885169586786e-10,5.319697387865929e-09,0.3657979660027755,12.004743685461232,9.63635614709652,-13.158286517929724,13.682422429422783,-0.08432150986924006,13.682422429422783,0.0012739867533584283,12.56530131931803,5.920430714276265,-1.144672549437229,1.0423190449869295,-0.007225652732771338,1.144672549437229,0.050330509278681504,2.401026750138364,0.8453110485087532,0.06480729479284741,2.368227957543983,0.7120429234470613,0.0,0.13077803314843045,0.04210969330305818,1.0,1.0,1.0,6.583189210248894e-09,-0.20691494765317872,0,0,0,2.868008145910671e-07,0.5033556216841136,685,-0.0085,-0.15339,0.40831615254944087,7,7,0,-0.0085,685,0.5033556216841136,-0.002372,-0.002371669225597506,256,2.078141051271404e-16,5.883758096658333e-17,4.839040109927437e-18,621.4857938855778,289.7828207762125,0.6091702876894378,0.6091702876917271,0.609170287691728,0.7614628596146589,1.835753193932126e-11,1128,0.0486,0.0486,-0.1186,0.009948,960,0.045,0.045,0.05831,0.00695,3,0.002,0.1961,2.6e-05,17.307,0.001,0.83,-1.1e-05,17.194,0.0042,0.7097,-1.3e-05,17.365,9.9816,1.7339,1.7226,1.7397,0.48917,0.6838,2.10886,0.18033,0.9883,0.9839,0.9956,0.5244,2.8667,0.8776,0.0117,8.2324,11.2459,3.9229,95,0.0933,-0.9935,18,0.247,0.7938,-1.0
232,2871,209676,0.0,5.45819357947062e-09,5.061534571978231e-10,5.45819357947062e-09,0.37092651918271874,12.009015386614893,9.635703901905593,-13.188682754991083,12.509362790853084,-0.08453923683459003,13.188682754991083,0.0011822361861444223,12.564915817358344,5.937353566804704,-1.1447902146582707,1.0424363628272215,-0.007229544496667448,1.1447902146582707,0.05033859369655162,2.4010286675599373,0.8453376454940359,0.05,2.3648301245833485,0.7100045238343882,0.0,0.13080693689065054,0.04218556808558278,1.0,1.0,1.0,6.303644223797768e-10,-0.20700632242171288,0,0,0,2.9454822819429314e-07,0.5033925173840763,685,-0.0084,-0.15357,0.40834821583857694,7,7,0,-0.0084,685,0.5033925173840763,-0.002241,-0.0022412525887554047,256,6.516762740117196e-16,4.317825622125636e-17,-2.968839792391813e-20,621.4857939490331,289.78282080580004,0.6091702876893783,0.6091702876917271,0.609170287691728,0.7614628596146589,1.8835462931491258e-11,1131,0.0446,0.0446,-0.11904,0.005258,960,0.0456,0.0456,0.05885,0.009422,3,0.0019,0.2186,-3.8e-05,17.307,0.001,0.8207,-5.5e-05,17.196,0.0041,0.7369,-9.7e-05,17.366,9.9822,1.7338,1.7226,1.7397,0.48918,0.68384,2.11078,0.17934,0.9883,0.9839,0.9955,0.5246,2.8061,0.8964,0.0117,8.318,11.1853,3.9861,95,0.074,-0.8065,18,0.1641,0.7438,0.0
233,2872,209677,0.0,5.6023103538832e-09,5.104485356828031e-10,5.6023103538832e-09,0.372721997038424,12.010404595718493,9.635481048996326,-13.75987276958789,12.502419447744444,-0.08171251666537208,13.75987276958789,0.0011210525295355176,12.565082949450703,5.947438408377,-1.1449188934164198,1.0425546076764876,-0.007197906476183975,1.1449188934164198,0.05034708073751543,2.40103712333438,0.8452533612099317,0.05,2.3571789396154332,0.7107353762996909,0.0,0.13090743427149204,0.04229116947078832,1.0,1.0,1.0,9.98206339085251e-10,-0.2071010100121971,0,0,0,3.0213283097987986e-07,0.503426765090584,685,-0.0083,-0.15372,0.4083812112644512,7,7,0,-0.0083,685,0.503426765090584,-0.001588,-0.0015880116432749336,256,5.647969041066557e-16,2.9379035322735437e-17,1.7001272200203275e-18,621.4857939510624,289.78282080674626,0.6091702876893162,0.6091702876917271,0.609170287691728,0.7614628596146589,1.933278977092757e-11,1132,0.0419,0.0419,-0.11961,0.013913,960,0.0458,0.0458,0.05871,0.005059,3,0.0019,0.2252,-5.3e-05,17.309,0.001,0.8092,-7.6e-05,17.196,0.0041,0.7547,-4.8e-05,17.366,9.9827,1.7339,1.7226,1.7396,0.48916,0.68359,2.11132,0.17937,0.9883,0.9838,0.9955,0.5247,2.8054,0.8962,0.0117,8.3493,11.1631,3.9791,95,0.0257,-0.7334,18,0.1029,-0.6525,1.0
234,2874,209679,0.0,5.752389135587754e-09,5.167615881226761e-10,5.752389135587754e-09,0.37391295943996855,12.012341794926236,9.63255278937638,-13.220069395930867,12.497031071059414,-0.07740328807344488,13.220069395930867,0.0010823025490118094,12.565258095805895,5.943633213615675,-1.1450469234137148,1.0426694358251771,-0.007189029088631273,1.1450469234137148,0.05035588855935102,2.401040180263424,0.8451385553165712,0.05,2.34175014940326,0.7068020054534346,0.0,0.1309476425613641,0.04238356462853785,1.0,1.0,1.0,7.670793338829338e-10,-0.2071970427668022,0,0,0,3.1004965865546944e-07,0.5034581832134448,685,-0.0082,-0.15389,0.4084102528764987,7,7,0,-0.0082,685,0.5034581832134448,-0.001546,-0.0015464592281664302,256,4.127680786992533e-16,3.1079102754813954e-17,3.6986156041228085e-18,621.4857939483077,289.78282080546177,0.6091702876892517,0.6091702876917271,0.609170287691728,0.7614628596146589,1.9850690664128336e-11,1133,0.0399,0.0399,-0.12006,0.02022,960,0.0461,0.0461,0.0591,0.004258,3,0.0019,0.2296,-8e-06,17.308,0.0011,0.7971,-2.9e-05,17.198,0.0041,0.7707,-0.000112,17.367,9.9831,1.7338,1.7227,1.7396,0.48926,0.68394,2.11245,0.17975,0.9879,0.984,0.996,0.5247,2.8629,0.8959,0.0117,8.3967,11.127,3.8866,96,0.0499,0.9999,18,0.2462,-0.6969,1.0
235,2881,209688,0.0,5.909340161961082e-09,5.305174924018838e-10,5.909340161961082e-09,0.3628873329373397,12.020921429868986,9.632835438694812,-13.25643667520423,12.485899543189259,-0.07787445070669727,13.25643667520423,0.0009495323958990296,12.566270783880807,5.944586637333896,-1.1451780351945007,1.0427830149556776,-0.007127341763175923,1.1451780351945007,0.05036491017817396,2.4010414034047223,0.8454992183157828,0.05,2.3118968620946694,0.7150644842395707,0.0,0.13096147349098203,0.042401761601769325,1.0,1.0,1.0,1.0556209503694298e-11,-0.20729390522403723,0,0,0,3.186044995668036e-07,0.5034927730913362,685,-0.0082,-0.15405,0.4084340446275232,7,7,0,-0.0082,685,0.5034927730913362,-0.001804,-0.0018043459286323227,256,3.718928362079503e-16,2.915435362796006e-17,2.0279520368539222e-19,621.48579394128,289.782820802185,0.6091702876891841,0.6091702876917271,0.609170287691728,0.7614628596146589,2.0392306713015907e-11,1135,0.0398,0.0398,-0.12019,0.01659,965,0.0481,0.0481,0.05803,0.004474,3,0.0019,0.2279,9.8e-05,17.304,0.0011,0.7448,-0.000161,17.199,0.0043,0.8194,-0.00028,17.361,9.9815,1.7337,1.7231,1.7394,0.48935,0.68405,2.11663,0.18138,0.9879,0.984,0.9961,0.5245,2.859,0.8947,0.0117,8.4604,11.099,3.8821,96,0.0795,0.9878,18,0.2691,-0.5709,1.0
236,2886,209694,0.0,6.072374942358303e-09,5.420622926830745e-10,6.072374942358303e-09,0.36116694531042043,12.017276673095521,9.633870302207809,-13.279906920403455,12.475990374475284,-0.07591651840158163,13.279906920403455,0.0008536940477435909,12.565624245190106,5.952847184919295,-1.1453027815991899,1.0428894676224985,-0.0070011216233946015,1.1453027815991899,0.05037428558855375,2.401042015750425,0.8458490161257115,0.05,2.2503083395400267,0.7107574525872336,0.0,0.1309639997774392,0.04245150429070911,1.0,1.0,1.0,8.344471999942239e-13,-0.20739081644042417,0,0,0,3.277143296286322e-07,0.503138072879194,687,-0.0107,-0.1541,0.4085235269177162,8,8,0,-0.0107,687,0.503138072879194,-0.001635,-0.0016347158938714301,256,2.5507818808727995e-16,1.507359910733261e-17,-5.587856436785988e-19,621.4857939718021,289.78282081641663,0.6091702876891139,0.6091702876917271,0.609170287691728,0.7614628596146589,2.0954916945215593e-11,1136,0.0388,0.0388,-0.11997,-0.001635,967,0.0492,0.0492,0.05806,-0.000228,3,0.002,0.3052,0.00017,17.3,0.0013,0.7794,-7e-06,17.201,0.0044,0.8345,-0.000191,17.357,9.9802,1.7335,1.7235,1.7392,0.48956,0.68384,2.11784,0.18084,0.9879,0.9841,0.9962,0.5243,2.9194,0.8758,0.0117,8.4077,11.1844,3.8311,96,0.0571,0.9919,18,0.1474,0.0247,2.0
237,2897,209708,0.0,6.244159525153053e-09,5.477449561008602e-10,6.244159525153053e-09,0.3725067176786844,11.995550394055504,9.637868875707932,-13.294131186651038,12.467799372552259,-0.07551554067489033,13.294131186651038,0.0007856653225810694,12.565818194141332,5.928987318304331,-1.1454295607964924,1.0429948753526757,-0.006616630677363547,1.1454295607964924,0.05038393674761874,2.4010441921071197,0.8455702525193447,0.05,2.2301350059172163,0.7123968496087117,0.0,0.13099353155173726,0.04241813099407282,1.0,1.0,1.0,3.156348438527128e-13,-0.20748828045788628,0,0,0,3.3922360546905274e-07,0.5015786382988104,694,-0.0178,-0.15301,0.4086655377673918,7,7,0,-0.0178,694,0.5015786382988104,-0.001377,-0.0013769365577329662,256,2.7365006207224e-16,2.870228931205674e-17,1.4834216508481806e-18,621.4857939638935,289.782820812729,0.6091702876890399,0.6091702876917271,0.609170287691728,0.7614628596146589,2.154772152345192e-11,1139,0.0365,0.0365,-0.11903,-0.028613,968,0.0483,0.0483,0.05849,0.001245,3,0.0024,0.5306,0.000156,17.298,0.0015,0.8832,2.8e-05,17.201,0.0043,0.8661,-7.9e-05,17.354,9.9792,1.7334,1.7237,1.7391,0.48953,0.68344,2.12195,0.18021,0.9879,0.9843,0.9963,0.524,2.9304,0.8791,0.0117,8.2387,11.4548,3.909,96,0.0634,-0.5061,18,0.086,0.9883,0.0
238,2901,209713,0.0,6.425753810363099e-09,5.619275480917822e-10,6.425753810363099e-09,0.3789482901831206,12.001122071497642,9.636454294669843,-13.33694766584839,13.642706688218423,-0.07690621849635326,13.642706688218423,0.0005546097588458589,12.56602347695216,5.924937937600579,-1.1455570247779423,1.0431017618325467,-0.0066286126451458776,1.1455570247779423,0.05039373231203965,2.4010690890723594,0.845240873785819,0.05,2.2255617391544886,0.7049281786944881,0.0,0.1313997174223931,0.042490381135667825,1.0,1.0,1.0,9.66080974798591e-12,-0.20758756751391882,0,0,0,3.4797069369384094e-07,0.5016344859685427,694,-0.0177,-0.15313,0.40870590175312144,7,7,0,-0.0177,694,0.5016344859685427,-0.005198,-0.005198444798313329,256,2.3484897100419198e-16,5.564173101699216e-17,8.634444790746033e-18,621.4857939797541,289.78282082012447,0.6091702876889618,0.6091702876917271,0.609170287691728,0.7614628596146589,2.2174378012393382e-11,1143,0.0355,0.0355,-0.11852,0.008479,968,0.0485,0.0485,0.05928,0.003354,3,0.0024,0.5414,3.3e-05,17.294,0.0015,0.8788,-6.4e-05,17.202,0.0043,0.8769,-0.000244,17.351,9.9779,1.7332,1.724,1.739,0.48921,0.68429,2.12264,0.18036,0.9879,0.9842,0.9963,0.524,2.8691,0.8978,0.0117,8.3397,11.3789,3.966,96,0.1847,-0.7746,18,0.1219,0.5407,-1.0
239,2907,209721,0.0,6.608978444499295e-09,5.705786640762876e-10,6.608978444499295e-09,0.3837934846697388,11.998806846047076,9.636956861146633,-13.365732381242175,13.647702457596933,-0.07675482357453564,13.647702457596933,0.0003627130527040211,12.566257805233938,5.946619895686116,-1.145681038235645,1.0432171949222244,-0.006729340374623585,1.145681038235645,0.05040381422499361,2.401069280315735,0.8444516777623009,0.05,2.218357933155543,0.7145562907499692,0.0,0.1314016156727779,0.04253866105663076,1.0,1.0,1.0,1.6930984564958466e-12,-0.20769056747185552,0,0,0,3.588061960804731e-07,0.5012258650755441,696,-0.0205,-0.15321,0.4087561588269732,7,7,0,-0.0205,696,0.5012258650755441,-0.00216,-0.0021604394990759612,256,3.09533992672235e-16,8.987759008781189e-17,1.0371279779148273e-17,621.4857940006506,289.78282082986794,0.6091702876888828,0.6091702876917271,0.609170287691728,0.7614628596146589,2.2806660607322333e-11,1146,0.0328,0.0328,-0.1183,0.007993,969,0.0476,0.0476,0.05936,0.004496,3,0.0026,0.6137,9.2e-05,17.291,0.0015,0.9083,-0.000149,17.203,0.0042,0.8878,-0.000178,17.347,9.9769,1.7331,1.7243,1.7387,0.48965,0.68528,2.12482,0.1807,0.988,0.9842,0.9961,0.5239,2.8705,0.8982,0.0117,8.3604,11.4104,3.9751,96,0.2491,-0.841,18,0.2091,0.1203,1.0
240,2913,209728,0.0,6.803724859016718e-09,5.802371785614196e-10,6.803724859016718e-09,0.3838918671646035,11.996326519817696,9.63810902058567,-13.38370000440737,13.670144108417691,-0.07706425159418592,13.670144108417691,0.00013570204742900142,12.546637622922894,5.947747570341999,-1.145813091022987,1.0433326503219493,-0.0066175896330117135,1.145813091022987,0.050414434768096754,2.401072275128871,0.8435495482281031,0.05,2.205433682765286,0.7073463518654605,0.0,0.13142047088103156,0.04258887911670387,1.0,1.0,1.0,1.5698508129174898e-12,-0.20779525256622974,0,0,0,3.689906992324343e-07,0.5009130836193356,698,-0.0233,-0.1533,0.4088192965069586,5,5,0,-0.0233,698,0.5009130836193356,-0.001984,-0.0019838843785233706,256,3.1771371546790314e-16,9.622194824492294e-17,1.0749267863840869e-17,621.4857939997567,289.7828208294511,0.6091702876887991,0.6091702876917271,0.609170287691728,0.7614628596146589,2.3478703256260263e-11,1148,0.0319,0.0319,-0.11775,0.010913,971,0.0495,0.0495,0.06058,-0.000344,3,0.0027,0.6772,0.000127,17.29,0.0017,0.9302,1e-05,17.205,0.0043,0.9,-0.000137,17.346,9.9768,1.733,1.7245,1.7386,0.4899,0.6856,2.12807,0.18038,0.988,0.9842,0.9961,0.5239,2.872,0.8987,0.0117,8.3397,11.4749,3.9954,96,0.2448,-0.8116,18,0.1423,-0.5254,1.0
241,2923,209742,0.0,6.99332824979388e-09,5.889792812123004e-10,6.99332824979388e-09,0.390674232179421,11.983593923874,9.640772130676648,-13.394290535751074,13.702798587891794,-0.07830275762890253,13.702798587891794,0.00012064606445699135,12.546701931726988,5.945705371712161,-1.1459568430913936,1.0434450577114402,-0.0066238178222493855,1.1459568430913936,0.0504255099382426,2.4010745859644738,0.842380354345703,0.05,2.1855767487064024,0.7091825082305083,0.0,0.13144058215790377,0.04258257648577781,1.0,1.0,1.0,1.5978053687598523e-13,-0.20789937057773605,0,0,0,3.7530456499338724e-07,0.49995604866063803,703,-0.0306,-0.15362,0.4089629755151989,5,5,0,-0.0306,703,0.49995604866063803,-0.000655,-0.0006547814439292754,256,2.039223956136264e-16,6.088780027949279e-17,7.868772328092088e-18,621.485793927133,289.7828207955886,0.6091702876887175,0.6091702876917271,0.609170287691728,0.7614628596146589,2.413299805210655e-11,1151,0.032,0.032,-0.11708,0.005679,973,0.0481,0.0481,0.06149,0.000142,3,0.0033,0.7619,8.6e-05,17.289,0.002,0.9641,1e-06,17.207,0.0042,0.9065,-0.000108,17.345,9.9769,1.7329,1.7247,1.7385,0.49001,0.68579,2.13332,0.18038,0.9882,0.9842,0.996,0.5234,2.9375,0.8812,0.0117,8.2836,11.6258,3.9577,96,0.1931,-0.7112,18,0.1794,-0.8292,-1.0
242,2925,209744,0.0,7.217942342519061e-09,5.988175098341904e-10,7.217942342519061e-09,0.3937799441281566,11.98099793280581,9.64096355608874,-13.428169385896014,12.420930402272651,-0.07666400908279859,13.428169385896014,0.0006176611539170292,12.566134072652545,5.954092695022591,-1.1460880370979663,1.043555406443283,-0.0066558292969820295,1.1460880370979663,0.05043680527073959,2.401079125920471,0.8421700893152423,0.05,2.1495865973092334,0.7113287243819891,0.0,0.13150905143242048,0.042693506397062035,1.0,1.0,1.0,1.30012043991297e-09,-0.2080031948601783,0,0,0,3.874633023190944e-07,0.4996654585703649,704,-0.0321,-0.15403,0.408900727341864,5,5,0,-0.0321,704,0.4996654585703649,-0.001998,-0.0019980487560096183,256,1.2645432764469856e-16,3.035278417708961e-17,4.313817466752347e-18,621.4857938994619,289.78282078268626,0.6091702876886207,0.6091702876917271,0.609170287691728,0.7614628596146589,2.4908109883891064e-11,1152,0.0318,0.0318,-0.11788,0.001369,973,0.0483,0.0483,0.0621,0.000489,3,0.0034,0.7907,8.4e-05,17.288,0.002,0.971,1.9e-05,17.209,0.0042,0.9142,-9.1e-05,17.344,9.977,1.7328,1.7249,1.7384,0.49021,0.68593,2.13426,0.18134,0.9883,0.9841,0.9958,0.5234,2.9388,0.8816,0.0118,8.2875,11.6443,3.9623,96,0.1266,-0.2841,18,0.3879,-0.5224,-1.0
243,2927,209746,0.0,7.443847647674261e-09,6.131478069067008e-10,7.443847647674261e-09,0.39240360232536076,11.98340323847543,9.640853088877419,-13.450418761332658,12.414955282167401,-0.07262243884341162,13.450418761332658,0.0008651558555606747,12.565835341054278,5.958810845167372,-1.146237680556091,1.0436662390375813,-0.0067581163156306264,1.146237680556091,0.05044858376419371,2.4010798457377773,0.8418559652179951,0.05,2.0738042554225213,0.7064276982053813,0.0,0.13151157771887764,0.04280754439725434,1.0,1.0,1.0,3.814346144535596e-10,-0.2081080227560634,0,0,0,4.0029480168534795e-07,0.4996934244396724,704,-0.0322,-0.15418,0.40893853260161167,5,5,0,-0.0322,704,0.4996934244396724,-0.00067,-0.000670261024236618,256,2.407021018013284e-16,1.8939635155185115e-17,1.5909611138004654e-18,621.4857939210764,289.78282079276454,0.6091702876885234,0.6091702876917271,0.609170287691728,0.7614628596146589,2.5687677507279352e-11,1153,0.0297,0.0297,-0.1188,-0.003259,974,0.0483,0.0483,0.06183,0.002641,3,0.0033,0.7981,1.6e-05,17.287,0.002,0.9724,1e-05,17.212,0.0042,0.9166,-0.000185,17.345,9.9776,1.7326,1.7251,1.7384,0.48989,0.68491,2.13487,0.18043,0.9883,0.9841,0.9957,0.5234,2.9377,0.8813,0.0118,8.3179,11.6268,3.9578,96,0.0713,0.5373,18,0.3971,-0.6317,-0.0
